Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997]
Australia,AUS,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,136.426211919814,128.501429843187,124.766812516765,121.225676203731,122.181233219046,125.225615145322,122.52493892631,121.762553511413,120.593636818276,113.67895724205,108.493571153623,102.667270288144,99.1858405598883,91.2674123532156,88.4223266223037,87.6031276428658,84.1111570226654,79.1133521604834,75.3237370020912
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.1527359059391,2.57901711177597,2.57875428825342,3.902007806318,2.3913851323057,2.20656631017093,1.87048696091408,3.5682700322582,3.77791678266478,2.74063570365783,3.15375271041142,4.21663327252608,3.1113982078941,3.99358986481653,2.04141733816161,3.90117137135968,4.95632450612884,4.61335689242107,3.91283547292693
Australia,AUS,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,-3.69219198317936,-1.88898854417221,2.89139544541248,11.6025513488209,3.59983510354527,1.74785835537483,1.52425659613588,8.76202152295326,4.51934768309039,8.27362306686727,6.09393092890743,8.73542613656572,12.5665119891739,9.12431242163028,-7.94306444866308,8.09381996826295,4.43928840617878,9.74312978050177,6.63786644561699
Australia,AUS,GDP per capita (constant LCU),NY.GDP.PCAP.KN,77397.2701959335,76864.548281997,76058.076293158,75433.2434584873,73878.9716609078,73163.0941709124,72705.8929072856,72857.0051040512,71770.7475198081,70431.7341293316,69484.3058706307,68184.9172431141,66129.4250818314,64875.8848968541,63098.203183541,62634.9467507203,60977.0838852782,58736.6420057542,56708.8368763521
Australia,AUS,GDP (constant LCU),NY.GDP.MKTP.KN,1843293000000,1804448000000,1759081000000,1714859000000,1650458000000,1611911000000,1577111000000,1548153000000,1494814000000,1440397000000,1401974000000,1359111000000,1304121000000,1264769000000,1216199000000,1191868000000,1147117000000,1092947000000,1044749000000
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,56708.96119674,56318.6359789436,55727.7341473215,55269.9192801293,54131.1047090858,53606.5814449061,53271.5901893686,53382.3100594756,52586.4093896127,51605.3146015121,50911.1341449746,49959.0724111333,48453.013800548,47534.5452094921,46232.0382470989,45892.6103705542,44677.8946490841,43036.3234245713,41550.5510955641
Australia,AUS,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,463542000000,481313000000,490580000000,476794000000,427225000000,412380000000,405296000000,399211000000,367050000000,351179000000,324344000000,305714000000,281154000000,249767000000,228883000000,248632000000,230015000000,220238000000,200685000000
Australia,AUS,GDP per capita (current LCU),NY.GDP.PCAP.CN,68160.284716217,68095.8588388003,66434.1676752149,65989.7644287837,63491.5611549925,59188.0808378817,58144.9924540098,55491.6446497583,52251.9565603793,48843.8541240546,45840.965019108,43326.7468437076,40703.0426905445,38780.5004408775,36674.8101565882,34797.7765494643,33031.005731155,31665.5832374584,30213.6938660005
Australia,AUS,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,19.0984442233591,18.689138037917,18.7707370917502,18.8166588453621,18.5813199774676,18.7556603939979,18.3536159446776,18.0220039299395,18.1052923685362,18.2394904815678,18.3239524026787,18.2444825270374,18.3550643208994,18.290314985834,18.4759851519884,18.4697052072007,18.6748054355733,18.2593937748209,18.2649812801368
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,41.6231084115431,42.471742409125,41.27489915379,43.1667351030812,41.8425510944351,40.5203306398613,45.746756618971,42.8640727708788,42.0365456075804,41.587780207107,39.1825940669848,37.0297121419143,40.2223014000354,41.4716798450863,44.2503564880831,40.9669868309774,39.0561130887626,39.9940599436543,37.9833569277866
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.594336116311538,1.42580443341605,-0.153610470416552,1.79316835527594,6.23141587376918,1.15782618940531,4.99930501098378,4.61674273676633,4.98168605986847,5.11737711458915,3.82436039577365,3.23706174014373,2.96793754610954,2.84406455501225,4.62033341466255,2.56038355183502,0.479338835084704,1.1871334180781,1.27431053585624
Austria,AUT,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,85.8912078782063,87.5555878537003,92.5577521177166,94.2237990260504,96.0610992869862,98.5283239444692,97.7395746664,95.8129663576874,92.9198838909934,94.4376064246562,94.3241057572639,87.7658457296124,87.8063658946774,88.5215255732021,89.7133618797227,..,..,..,..
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.01450158590511,0.661272848852605,0.0255047121972183,0.680445576816723,2.92279728368581,1.83709367680054,-3.76457817791677,1.4604236757386,3.72741530093519,3.45404183614122,2.24406532463878,2.73512022241023,0.941470920725337,1.65155392186669,1.26716818922992,3.37572214708479,3.55633124664169,3.58142581460447,2.09359938952392
Austria,AUT,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,3.24158400400493,0.703423099943194,-0.734698462337818,-0.702341517689405,8.80564993535403,-0.178184584290065,-10.3567213122737,-0.540403154872379,7.45943627693362,2.22556181751843,1.56454925839644,1.66444120368934,4.64818824618378,-3.82945507986146,-0.852776570619838,2.50518970283164,3.41819087324049,2.83924812232281,1.76607536982154
Austria,AUT,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,2.3015223380817,-0.402952708931807,1.5640882032328,0.90590672190298,6.64982997026975,-2.58653639367678,-7.17763857106019,1.6068948855992,4.64431321253895,1.15071410969205,0.252778802151951,0.940608939200189,3.84274233953752,-2.86571372062906,-1.11055818626224,5.82858836624582,1.22572290074814,3.42991551390837,0.740084525763749
Austria,AUT,GDP per capita (constant LCU),NY.GDP.PCAP.KN,39833.5323259551,39878.0123364859,39926.8711151164,40152.6490360429,40063.5274880021,39057.2379380453,38444.9721052391,40053.663427826,39600.903479205,38301.8092090345,37206.6616843884,36638.8051541086,35885.3171420821,35724.2200125539,35317.1278390379,35008.9582985399,33947.278663878,32845.3040440207,31744.4601502427
Austria,AUT,GDP (constant LCU),NY.GDP.MKTP.KN,344269230000,340811690000,338572800000,338486470000,336198820000,326651460000,320758820000,333306400000,328508780000,316703910000,306130050000,299411070000,291439840000,288721610000,284030690000,280476580000,271317650000,262000060000,252941160000
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,44195.8175947748,44245.1687398338,44299.3781845446,44549.881698231,44451.0001918473,43334.5089644691,42655.1921304813,44440.055889928,43937.7128905744,42496.3510516831,41281.2707559522,40651.2266155811,39815.2219533064,39636.4826114521,39184.8085972636,38842.8905195831,37664.9432792116,36442.2882333384,35220.8877426259
Austria,AUT,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,78137780000,76379880000,76688900000,75507890000,74830000000,70164200000,72027210000,77596830000,76369650000,72980220000,72149980000,71968060000,71297430000,68659040000,70684660000,71478470000,67541740000,66723890000,64511210000
Austria,AUT,GDP per capita (current LCU),NY.GDP.PCAP.CN,39833.5323259551,38981.0663164511,38197.754835213,37799.9264767898,36956.8462338067,35379.9290336805,34523.8965337912,35301.5743803758,34232.8268370501,32390.3831355116,30879.9599505532,29656.0533903347,28549.4869556727,28054.4947220085,27420.6721888894,26662.2630332197,25505.7953106005,24614.7428495351,23685.0889697982
Austria,AUT,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,19.7616905815254,19.8028420386289,19.9159427520344,19.8606923693557,19.89656808887,20.4925476679965,20.6842134754264,19.2721309580265,18.7447920696102,19.2582902718553,19.3462734216739,18.8913590714454,18.979639912386,18.8386965201083,18.9761681528468,19.2197165554154,19.8436668661919,19.5530546720414,19.6007911245516
Austria,AUT,Trade (% of GDP),NE.TRD.GNFS.ZS,102.42731538918,103.503535251069,104.066414086373,105.152177427838,105.102788629725,99.0197962369563,87.0622309742796,102.073682731706,100.733254061926,98.0883112053436,94.0338056833054,90.7923456929297,86.3873824162825,86.9481679996606,87.5366647639352,85.3604956179232,78.2601403439716,76.9271493915785,74.8676902155828
Austria,AUT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.30097866680524,2.17570723682326,1.62388806972808,2.05423568508493,1.83341024455663,0.873054962177932,1.88926417785875,1.95632228093217,2.22117586707647,1.89216106882701,2.53779415754438,1.73971884960345,1.30755257860011,1.14559566666318,1.94710539424338,1.36404091396396,0.256349694475674,0.441905227151835,1.26699553666487
Belgium,BEL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,60.6328656443199,57.8900966815904,56.4080635308491,54.7386972787187,55.420969561755,56.801493418105,58.67877651579,62.7583028636525,68.4438486940037,65.8336190975591,63.5977700769197,61.8425933319116,62.5308943592501,64.1329244858025,66.2992287435371,..,..,..,..
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.04145900919961,1.57853314322614,0.459242192907709,0.739217283058679,1.69451389861332,2.86429270764155,-2.02074306169408,0.446928735275904,3.67688113594973,2.55234994366351,2.32173705381926,3.5712043433582,1.03798254902905,1.70688458453354,1.09961888777849,3.71667938420875,3.54274346363066,1.96180827198427,3.79365762950188
Belgium,BEL,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,5.50522125363666,5.41127912716495,-3.78596618974389,-1.85436044031061,7.74828698244573,2.22062969924812,-8.73376679075673,2.03589093339841,8.72658454306254,3.69264849903669,8.16133495025821,10.6188460721116,0.303003838245971,-4.71402316813612,-2.70387844554779,7.18972900059869,3.81136063085432,1.53592825512597,7.67936209003666
Belgium,BEL,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,3.74152462439477,5.35647179899553,-2.26966505361041,0.648734159437609,5.22021932085251,0.00697543818166935,-6.62266204761684,1.90692839399502,7.2819242732016,1.9054436503046,5.73778806637881,9.02985942334359,-0.131979551666035,-4.13036218052278,1.62608580479244,4.9691815738252,4.09524053602199,2.25196617349188,6.69910130396451
Belgium,BEL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,36960.6311616367,36431.6819871645,36025.1042013254,36029.8415440015,35987.9506415139,35851.7017808863,35173.2919198855,36188.7186830443,36313.438173485,35283.7392792046,34633.263149135,34034.1077945717,33003.1139731921,32801.0986389439,32395.5118178363,32153.5617607609,31076.6163600377,30082.1875274429,29566.4528257595
Belgium,BEL,GDP (constant LCU),NY.GDP.MKTP.KN,416701400000,408364800000,402018800000,400181000000,397244500000,390625300000,379748200000,387580200000,385855700000,372171400000,362908700000,354674100000,342444700000,338926700000,333238700000,329614200000,317802500000,306928800000,301023300000
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,41008.296719472,40421.4207919096,39970.3174974794,39975.5736402458,39929.0951439359,39777.9252767366,39025.2207908291,40151.8498740394,40290.2277563956,39147.7635597291,38426.0519083731,37761.2813189981,36617.3803840227,36393.2417665704,35943.2379602838,35674.7912530713,34479.9064484695,33376.5748398965,32804.3605402361
Belgium,BEL,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,95688900000,92237800000,87548300000,89581500000,89004100000,84588400000,84582500000,90581400000,88886400000,82853100000,81303900000,76892000000,70523800000,70617000000,73659400000,72480800000,69049600000,66333100000,64872200000
Belgium,BEL,GDP per capita (current LCU),NY.GDP.PCAP.CN,36960.6311616367,35953.3634274498,35206.1717974799,34768.8002411467,34060.4102239265,33329.1022621454,32091.2355521372,32842.5757936084,32338.4718183273,30826.0139071468,29587.6450107872,28482.4678919392,27100.6742107103,26445.5226737032,25697.0885338845,25009.2817949031,23694.276559566,22799.5312754827,22011.2078630855
Belgium,BEL,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,23.6150874463105,24.2338958514732,24.3127672571778,24.3033528607648,24.0494265732331,23.7326860900242,24.191913477768,22.6661446948071,21.6158948183584,21.9387885339603,22.093997631255,22.1972126513166,22.4843723439742,22.1388815392458,21.3136063380204,21.0401971476314,21.2820398534755,21.0949180608347,21.1513979156766
Belgium,BEL,Trade (% of GDP),NE.TRD.GNFS.ZS,154.192546509323,158.783215919076,157.850845041743,160.746030229324,161.493723664633,149.997673074386,135.406040531897,161.088447790447,152.468446875303,149.567509299511,144.529050669983,136.918405348432,132.715552833888,136.085149488081,139.576839834619,142.230135067034,125.169990540949,124.709122626318,125.68894005618
Belgium,BEL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.33038612835179,0.982645554501687,1.27125815498337,1.9611193413831,1.8072994675872,1.89207786027008,0.533179397971551,1.90884542543854,1.93172111672469,2.26470714433403,2.08307421275387,1.91499094831144,1.85008868250355,1.64000779519799,1.98280272084905,2.01461738713986,0.598897782801686,1.80564350098564,0.757624410107738
Chile,CHL,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,110.121398406265,109.059262772581,106.039690607085,104.266686517932,101.863485350982,99.4755906592451,102.687075908392,100.172568090545,84.0752473162029,78.1133233692663,77.634565408211,76.7499857822204,75.8320621380067,74.3460982791172,73.0816959622537,..,..,..,..
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.15194249981184,1.79264947139259,3.30850824710085,6.15534001855494,6.22389678509138,5.85165102224047,-1.11803723642878,3.78939280635238,5.16823098528431,6.04999082563968,5.83704571917758,6.67425416822923,4.72324526861041,3.20279913520113,3.15403492459967,4.9716214882971,-0.2736313981937,4.18088662700669,7.3917392684331
